trial_id,cycle,y
8,23,3.3799591424524646e-4
8,24,3.343665293560719e-4
8,25,0.00033318765603097985
8,26,3.354515445247979e-4
8,27,3.292854571770067e-4
8,28,3.2367111501353254e-4
8,29,3.307110615612876e-4
8,30,3.221960645721435e-4
8,31,3.2408864668177415e-4
8,32,3.2161567547065546e-4
8,33,3.208016607366472e-4
8,34,3.142903585829284e-4
8,35,3.101137522642898e-4
8,36,3.1195525694109936e-4
8,37,3.1260378616035844e-4
8,38,3.105645683777292e-4
8,39,3.041764766072455e-4
8,40,3.048826924982332e-4
8,41,3.0626913432710957e-4
8,42,2.9872602769966784e-4
8,43,3.017068905486705e-4
8,44,2.9792450660885505e-4
8,45,2.951603196549122e-4
8,46,2.9258559447915453e-4
8,47,2.91930836899381e-4
8,48,2.863351260235204e-4
8,49,2.864299956752833e-4
8,50,2.817589309118427e-4
8,51,2.8178776076451907e-4
9,1,3.0548325939358214e-4
9,2,3.030019117644037e-4
9,3,3.06426040623874e-4
9,4,3.0573391160646705e-4
9,5,3.055130720974684e-4
9,6,3.0727424146596383e-4
9,7,3.03984446373018e-4
9,8,3.0602812386740875e-4
9,9,3.003672443838293e-4
9,10,3.0410386975939397e-4
9,11,3.0762042082660543e-4
9,12,3.068224328276374e-4
9,13,3.0648992263957765e-4
9,14,3.047014318405719e-4
9,15,2.99120624454195e-4
9,16,3.022986589627169e-4
9,17,3.0319499899900354e-4
9,18,3.041074677689651e-4
9,19,3.0396023399428893e-4
9,20,3.020773000909473e-4
9,21,2.983844303648064e-4
9,22,2.9912981699894357e-4
9,23,2.974319173732475e-4
9,24,2.979395212106988e-4
9,25,3.0134577464603174e-4
9,26,2.9786569147409307e-4
9,27,2.956524666023036e-4
9,28,2.941507649327002e-4
9,29,2.983128180335738e-4
9,30,2.961845182357327e-4
9,31,2.925910269183249e-4
9,32,2.91878144756904e-4
9,33,2.954767454714241e-4
9,34,2.8779044969438655e-4
9,35,2.9252070338558214e-4
9,36,2.8684795497969776e-4
9,37,2.900732816501944e-4
9,38,2.838266550287834e-4
9,39,2.843375278592081e-4
9,40,2.838942097846695e-4
9,41,2.826207333999225e-4
9,42,2.8075055596080926e-4
9,43,2.854962037459763e-4
9,44,2.8373168132994235e-4
9,45,2.844033440732255e-4
9,46,2.77184701468623e-4
9,47,2.7740725761409355e-4
9,48,2.785546295879229e-4
9,49,2.784927343733674e-4
9,50,2.743241359939014e-4
9,51,2.760895871601623e-4
9,52,2.7177691180192947e-4
9,53,2.712653826887136e-4
9,54,2.7726441368741494e-4
10,1,3.079539052337404e-4
10,2,3.112279035943617e-4
10,3,3.0587703615657185e-4
10,4,3.074779279800913e-4
10,5,3.053885475135506e-4
10,6,3.029362140851798e-4
10,7,3.040436063751608e-4
10,8,3.0391978927736383e-4
10,9,3.099298138356584e-4
10,10,3.082505548894737e-4
10,11,3.0441958915457024e-4
10,12,3.0450794017765614e-4
10,13,3.0758951459163275e-4
10,14,3.0241904590137223e-4
10,15,3.054625387950008e-4
10,16,3.0613213838163837e-4
10,17,3.0507920359791347e-4
10,18,3.027644636325555e-4
10,19,2.988128160988076e-4
10,20,3.0156455242333965e-4
10,21,2.979888182775414e-4
10,22,2.993389387897194e-4
10,23,3.029640424846528e-4
10,24,2.947859120667474e-4
10,25,2.9589540069440166e-4
10,26,2.984435891386721e-4
10,27,2.919531382869866e-4
10,28,2.997309517903142e-4
10,29,2.9490305217882686e-4
10,30,2.922478711572264e-4
10,31,2.942523782696959e-4
10,32,2.9242105559955253e-4
10,33,2.930221148063033e-4
10,34,2.931190857261072e-4
10,35,2.919152621296083e-4
10,36,2.957112751806599e-4
10,37,2.9005142068519045e-4
10,38,2.916625598530695e-4
10,39,2.856525157118198e-4
10,40,2.8445586334486297e-4
10,41,2.888645226651064e-4
10,42,2.8490515642735074e-4
10,43,2.84433269927772e-4
10,44,2.8204854483852854e-4
10,45,2.8223827608971e-4
10,46,2.817124123222961e-4
11,1,3.0715121791041045e-4
11,2,3.1034228494945077e-4
11,3,3.0509528283437145e-4
11,4,3.04086132720003e-4
11,5,3.0801979860351023e-4
11,6,3.0464914688583427e-4
11,7,3.091930720498098e-4
11,8,3.0719357805160293e-4
11,9,3.0653453361192387e-4
11,10,3.0705061301159077e-4
11,11,3.0160463064908837e-4
11,12,3.050814028957569e-4
11,13,3.0294016633453693e-4
11,14,3.0311624542429273e-4
11,15,3.0405174743483777e-4
11,16,3.0942606635965417e-4
11,17,3.0077425916745504e-4
11,18,3.0652545868657184e-4
11,19,3.0177235869317e-4
11,20,2.982863879992954e-4
11,21,3.0026319989728194e-4
11,22,3.009734007908594e-4
11,23,3.0105127532872053e-4
11,24,2.983355799779412e-4
11,25,3.009996064943034e-4
11,26,2.936120249866784e-4
11,27,3.0217686563755055e-4
11,28,2.938741958577164e-4
11,29,2.956243378648898e-4
11,30,2.905528148287637e-4
11,31,2.92453884198191e-4
11,32,2.9505499242497304e-4
11,33,2.9074702228557985e-4
11,34,2.8927391167523454e-4
11,35,2.8868868811997354e-4
11,36,2.8704797566602797e-4
11,37,2.892741465257379e-4
11,38,2.892298642978163e-4
11,39,2.8925307313703766e-4
11,40,2.8711204970399316e-4
11,41,2.8391672658655893e-4
11,42,2.854847521891613e-4
11,43,2.790901027170766e-4
11,44,2.80626802570558e-4
11,45,2.8389230863929056e-4
11,46,2.8110479267688676e-4
11,47,2.816938152947068e-4
11,48,2.773968962122365e-4
12,1,3.080465285295203e-4
12,2,3.0559112571153517e-4
12,3,3.1010683203228946e-4
12,4,3.092929231699204e-4
12,5,3.1067812349102437e-4
12,6,3.119513632367977e-4
12,7,3.0385389211964273e-4
12,8,3.092605490084529e-4
12,9,3.1049804964891327e-4
12,10,3.065174864216917e-4
12,11,3.046491502008538e-4
12,12,3.0989669985429506e-4
12,13,3.015312385060381e-4
12,14,3.0698015775918787e-4
12,15,3.0191914541722296e-4
12,16,3.048188266997341e-4
12,17,3.043827747169747e-4
12,18,3.0742655615406667e-4
12,19,3.034868844949187e-4
12,20,3.012402941726701e-4
12,21,3.006370613244887e-4
12,22,3.002200929399537e-4
12,23,3.013449219238263e-4
12,24,2.985510529560014e-4
12,25,2.988433093599894e-4
12,26,2.970499917563238e-4
12,27,2.908691919317192e-4
12,28,2.9875495736016573e-4
12,29,2.965036865503059e-4
12,30,2.948656416738261e-4
12,31,2.979434963163474e-4
12,32,2.956786672166781e-4
12,33,2.9412185062419337e-4
12,34,2.881722287293194e-4
12,35,2.8921721967163503e-4
12,36,2.8953902557002836e-4
12,37,2.8782226227437704e-4
12,38,2.8608039170622597e-4
12,39,2.866667783484223e-4
12,40,2.89730233891467e-4
12,41,2.82633681209842e-4
12,42,2.85023036588254e-4
12,43,2.819182539471665e-4
12,44,2.8736019750250666e-4
12,45,2.814824912746846e-4
12,46,2.8088152250744977e-4
12,47,2.7904609555278647e-4
12,48,2.8143885724975795e-4
12,49,2.753714731614394e-4
13,1,3.483070535472124e-4
13,2,3.373844942033874e-4
13,3,3.407563978142023e-4
13,4,3.398073884690266e-4
13,5,3.4131670223850013e-4
13,6,3.3879940002579876e-4
13,7,3.4867592841674166e-4
13,8,3.4107118767352855e-4
13,9,3.398049453980958e-4
13,10,3.4414079372372503e-4
13,11,3.3768048667346876e-4
13,12,3.3770734841905795e-4
13,13,3.3427331828889595e-4
13,14,3.4188307405977667e-4
13,15,3.4056592367275344e-4
13,16,3.37850711953705e-4
13,17,3.362646104953777e-4
13,18,3.414826172971975e-4
13,19,3.3135947430571307e-4
13,20,3.3495895206861074e-4
13,21,3.3690376717173564e-4
13,22,3.3671835131370134e-4
13,23,3.38212794424669e-4
13,24,3.3743278305967486e-4
13,25,3.299164796696647e-4
13,26,3.2428217594825755e-4
13,27,3.2567558126301395e-4
13,28,3.250488638271173e-4
13,29,3.308672797486969e-4
13,30,3.257550783213216e-4
13,31,3.2502435160706273e-4
13,32,3.2145630672162316e-4
13,33,3.2012302270119304e-4
13,34,3.2364508503254265e-4
13,35,3.192620341267992e-4
13,36,3.1651842295967543e-4
13,37,3.146392392323791e-4
13,38,3.1273436063905736e-4
13,39,3.147140628069768e-4
13,40,3.141958433308324e-4
13,41,3.107121128563722e-4
13,42,3.0967652806271096e-4
13,43,3.1086849106662997e-4
13,44,3.102145144050123e-4
13,45,3.0830039796373235e-4
13,46,3.0723476670582343e-4
13,47,3.0276075060009825e-4
13,48,3.0081224665637454e-4
13,49,2.9885455867721553e-4
13,50,2.992462206265347e-4
13,51,2.9540965248489977e-4
13,52,2.952659392360069e-4
13,53,2.9210159492615187e-4
13,54,2.909638653931781e-4
13,55,2.8540062894092636e-4
13,56,2.853162564090058e-4
13,57,2.8773720094983646e-4
13,58,2.8401879653548506e-4
13,59,2.840713363262963e-4
13,60,2.829791210950103e-4
13,61,2.796214332870431e-4
14,1,3.4235986517115497e-4
14,2,3.416530331452527e-4
14,3,3.4433014880272384e-4
14,4,3.406066173912861e-4
14,5,3.424420123604427e-4
14,6,3.4643644267839995e-4
14,7,3.4056079370054263e-4
14,8,3.403755907039517e-4
14,9,3.479333393388611e-4
14,10,3.416719607015852e-4
14,11,3.378905560369348e-4
14,12,3.419400351343025e-4
14,13,3.396089523143335e-4
14,14,3.388648730577627e-4
14,15,3.435384870682947e-4
14,16,3.363955944970045e-4
14,17,3.3910114353014395e-4
14,18,3.364848618918662e-4
14,19,3.362563553458623e-4
14,20,3.3633317539565906e-4
14,21,3.336151101004186e-4
14,22,3.359191856243683e-4
14,23,3.3163523110413707e-4
14,24,3.3363930256448995e-4
14,25,3.288379387951233e-4
14,26,3.2845813267480854e-4
14,27,3.297444523897747e-4
14,28,3.2810846769127343e-4
14,29,3.2101051636914616e-4
14,30,3.2915123071844307e-4
14,31,3.237325469915012e-4
14,32,3.267886327938781e-4
14,33,3.2536783967343963e-4
14,34,3.2310290733725527e-4
14,35,3.194088883461004e-4
14,36,3.17283455831111e-4
14,37,3.1506046620517856e-4
14,38,3.1207080056951884e-4
14,39,3.1706978775940676e-4
14,40,3.0664408169967905e-4
14,41,3.1130100908523364e-4
14,42,3.088668568234291e-4
14,43,3.0785246780070654e-4
14,44,3.080522373131422e-4
14,45,3.0854743717526485e-4
14,46,2.98998450104568e-4
14,47,2.997143118392147e-4
14,48,2.996341833439316e-4
14,49,3.017012075593595e-4
14,50,2.962382254609683e-4
14,51,2.9696055951168907e-4
14,52,3.004245266937406e-4
14,53,2.928096104222713e-4
14,54,2.9244615865268357e-4
14,55,2.878736165766276e-4
14,56,2.8717677428561435e-4
14,57,2.8426372099169905e-4
14,58,2.8748632944240694e-4
14,59,2.773993262298591e-4
15,1,3.448940203225272e-4
15,2,3.4192405003574114e-4
15,3,3.4513647644180225e-4
15,4,3.395025189048468e-4
15,5,3.417859322177571e-4
15,6,3.3967536938983735e-4
15,7,3.4157336990982105e-4
15,8,3.429144604348533e-4
15,9,3.412181910844893e-4
15,10,3.418328689344593e-4
15,11,3.37881820923078e-4
15,12,3.374650829690567e-4
15,13,3.3491044460899914e-4
15,14,3.3993760961012573e-4
15,15,3.41361126054867e-4
15,16,3.4018042487040534e-4
15,17,3.414373531622839e-4
15,18,3.3151343159115026e-4
15,19,3.3262071721628945e-4
15,20,3.3305105496063745e-4
15,21,3.31464467962162e-4
15,22,3.291639923652278e-4
15,23,3.3287134326254506e-4
15,24,3.3041612465686994e-4
15,25,3.2895315869419417e-4
15,26,3.308886130729765e-4
15,27,3.277036159419095e-4
15,28,3.2763942519134466e-4
15,29,3.2677194880887436e-4
15,30,3.2857327579776595e-4
15,31,3.208343003320994e-4
15,32,3.250265767226438e-4
15,33,3.216445275939329e-4
15,34,3.151206559451325e-4
15,35,3.1941498691741044e-4
15,36,3.1814418440730645e-4
15,37,3.15848936182425e-4
15,38,3.168514436478352e-4
15,39,3.135355881680014e-4
15,40,3.1175530166954073e-4
15,41,3.1025070395887153e-4
15,42,3.092072042148364e-4
15,43,3.0942383680229295e-4
15,44,3.0779002518521194e-4
15,45,3.0347134523906345e-4
15,46,3.064768669216346e-4
15,47,3.018673301262071e-4
15,48,2.9637278574312355e-4
15,49,2.996365777752921e-4
15,50,2.959881641094581e-4
15,51,2.9611918186806164e-4
15,52,2.951064769513413e-4
15,53,2.930268796972367e-4
15,54,2.9039985166133385e-4
15,55,2.884775729284027e-4
15,56,2.89935915432144e-4
15,57,2.8658346378508854e-4
15,58,2.8771728074537166e-4
15,59,2.833403974249708e-4
16,1,2.8627135251274523e-4
16,2,2.8197871908618226e-4
16,3,2.876819284631414e-4
16,4,2.8616838831087234e-4
16,5,2.85751486280191e-4
16,6,2.772589497405409e-4
16,7,2.8089232051266045e-4
16,8,2.8213936002934357e-4
16,9,2.7685806572717094e-4
16,10,2.75460574939246e-4
16,11,2.7352230729848836e-4
16,12,2.7190622973323117e-4
16,13,2.747240853988671e-4
16,14,2.7008861888702223e-4
16,15,2.645576408336726e-4
16,16,2.6220402494093597e-4
16,17,2.6645641534429556e-4
16,18,2.6109695401240596e-4
16,19,2.582047562813549e-4
16,20,2.612611655883223e-4
16,21,2.536147012566644e-4
16,22,2.5254463703521055e-4
16,23,2.457448053137316e-4
16,24,2.484045023609258e-4
16,25,2.5106753316071084e-4
16,26,2.4154123747469373e-4
16,27,2.4804179209894986e-4
16,28,2.4296217485277722e-4
16,29,2.398751107583983e-4
16,30,2.425955271791494e-4
16,31,2.4234342233611544e-4
16,32,2.3930456703941978e-4
16,33,2.3600603414046585e-4
16,34,2.3684729433612634e-4
16,35,2.379589887598887e-4
16,36,2.3655510539677662e-4
16,37,2.3626343397884893e-4
16,38,2.3564856726579166e-4
16,39,2.3053339383904956e-4
16,40,2.329510015745564e-4
16,41,2.3505855109483184e-4
16,42,2.3504986620861707e-4
16,43,2.337983307489356e-4
16,44,2.3207409437893815e-4
16,45,2.314583477832433e-4
16,46,2.3516789506982568e-4
16,47,2.3426507801811133e-4
16,48,2.327120831241309e-4
16,49,2.323824720650121e-4
16,50,2.3150397048977655e-4
17,1,3.4942121753914055e-4
17,2,3.5627913676527584e-4
17,3,3.4771471979535645e-4
17,4,3.476671519281393e-4
17,5,3.4806248266841793e-4
17,6,3.4544631136090127e-4
17,7,3.4024872601800865e-4
17,8,3.4218771122075355e-4
17,9,3.380325319751129e-4
17,10,3.3421497031508376e-4
17,11,3.311373007267806e-4
17,12,3.264302066387096e-4
17,13,3.231653204097391e-4
17,14,3.1984552743768535e-4
17,15,3.159828222712248e-4
17,16,3.0977639828544856e-4
17,17,3.063903560161099e-4
17,18,3.0001604905609497e-4
17,19,2.9609977739080345e-4
17,20,2.941882617185145e-4
17,21,2.8536934804853644e-4
17,22,2.8391464591923327e-4
17,23,2.779194006740401e-4
17,24,2.7404516578300895e-4
17,25,2.650399327474666e-4
17,26,2.6135598366985554e-4
17,27,2.5538351130516355e-4
17,28,2.477533973239421e-4
17,29,2.484502282861073e-4
17,30,2.4115306346398775e-4
17,31,2.3822167201223188e-4
17,32,2.3694595445972397e-4
17,33,2.2917220296899573e-4
17,34,2.241060764109275e-4
17,35,2.1816945472480254e-4
17,36,2.1265605707685472e-4
17,37,2.0970124980957956e-4
17,38,2.0764271123175875e-4
17,39,2.0487047676608818e-4
17,40,2.0293491813514573e-4
17,41,1.9760389206747116e-4
17,42,1.9150480776113267e-4
17,43,1.9232667975123305e-4
17,44,1.916149288818343e-4
17,45,1.8466960599468145e-4
17,46,1.8227742372567217e-4
17,47,1.8109774373525507e-4
17,48,1.8096125212317798e-4
17,49,1.7854636852890007e-4
17,50,1.7621221160921873e-4
17,51,1.7256330237338472e-4
17,52,1.7651983963567653e-4
17,53,1.7505573397559002e-4
17,54,1.7597595838422995e-4
17,55,1.723694772685194e-4
17,56,1.7147910813980835e-4
17,57,1.6729104579348383e-4
17,58,1.6773671308554638e-4
17,59,1.7071215371189586e-4
17,60,1.7305189743019677e-4
17,61,1.667022726626558e-4
17,62,1.6875640925615975e-4
17,63,1.6880938874441637e-4
17,64,1.7124881584115224e-4
17,65,1.6758356712487976e-4
17,66,1.6704791763359325e-4
17,67,1.7149624285475027e-4
17,68,1.7901010962856782e-4
17,69,1.740012599775742e-4
17,70,1.7497933325447818e-4
17,71,1.7976719234469077e-4
17,72,1.7993749156085216e-4
17,73,1.8403394073952751e-4
17,74,1.8443147410826346e-4
17,75,1.8467116712338178e-4
17,76,1.8242504079365082e-4
17,77,1.9039904232839985e-4
17,78,1.911700771733848e-4
17,79,1.885885046513613e-4
17,80,1.9677867566959776e-4
17,81,1.9770038097162638e-4
17,82,2.022369924417418e-4
17,83,0.00020896441205742669
17,84,2.1085696309262284e-4
17,85,2.156265811801398e-4
17,86,2.1967303353530535e-4
17,87,2.2236243843364294e-4
17,88,2.2717936699789934e-4
17,89,2.326422703157225e-4
17,90,2.4077372238143013e-4
17,91,2.408460197412793e-4
17,92,2.506338687668903e-4
17,93,2.485748382060682e-4
17,94,2.516899086347606e-4
17,95,2.606277350822764e-4
17,96,2.66597603399883e-4
18,1,2.8594541226888647e-4
18,2,2.8781593317311855e-4
18,3,2.8329801441703595e-4
18,4,2.8590594174672204e-4
18,5,2.8467366062237e-4
18,6,2.842410660959506e-4
18,7,2.8189863392819904e-4
18,8,2.8190511110093357e-4
18,9,2.766882403067299e-4
18,10,2.7168168423039783e-4
18,11,2.738685983364126e-4
18,12,2.742658793145472e-4
18,13,2.714830057660628e-4
18,14,2.685874891240046e-4
18,15,2.6864704205543184e-4
18,16,2.653861066085242e-4
18,17,2.682179303928852e-4
